,,FP2 - Force,,,FP2 - Moment,,,FP2 - CoP,,,FP1 - Force,,,FP1 - Moment,,,FP1 - CoP,,,FP4 - Force,,,FP4 - Moment,,,FP4 - CoP,,,A-Myon EMG - Voltage,,,,,,,,,,,,,,,,,,B-Myon EMG - Voltage,,,,,,,,,,,,FP3 - Force,,,FP3 - Moment,,,FP3 - CoP,,,EMG_A_Acc - Voltage,,,,,,,,,,,,,,,,EMG_B_Acc - Voltage,,,,,,,,,,,,,,,,Trigger - Electric Potential,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,EMG_A01,EMG_A02,EMG_A03,EMG_A04,EMG_A05,EMG_A06,EMG_A07,EMG_A08,EMG_A01_Accz,EMG_A02_Accz,EMG_A03_Accz,EMG_A04_Accz,EMG_A05_Accz,EMG_A06_Accz,EMG_A07_Accz,EMG_A08_Accz,FswA,FswB,EMG_B01,EMG_B02,EMG_B03,EMG_B04,EMG_B05,EMG_B06,EMG_B07,EMG_B08,EMG_B09,EMG_B10,EMG_B11,EMG_B12,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,1
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V
817,2,-0.154852,-0.228171,-0.49943,-275.912,-299.269,-505.832,202.9,-304.365,-0.0795827,0.955027,-0.139688,-0.465918,338.096,-62.6518,142.781,198.84,300.407,0.0558755,0.240285,0.412989,0.645622,481.834,383.05,2074.52,-199.669,-305.422,-0.130892,0.000457764,0.0215149,0.0282288,-0.0900269,0.022583,0.035553,-0.0152588,0.0119019,-0.0050354,0.0674438,-0.0157166,-0.17746,-0.0917053,-0.0708008,-0.0521851,-0.0450134,2.64771,2.64236,0.00411987,-0.0198364,0.015564,-0.012207,-0.0219727,0.00137329,0.0395203,-0.126648,0.0230408,0.0392151,3.26187,3.2901,60.2708,31.1878,-830.074,-150672,-106333,-10106.9,79.545,-876.861,-0.0933544,0.0143051,-0.140648,0.0062561,-0.000267029,0.0738907,0.157318,-0.172462,-0.0156403,0.232048,0.125351,0.193558,0.178528,-0.210266,0.26001,-0.0302124,0.361824,-0.0444412,0.0233841,0.0480652,-0.0361252,-0.143814,-0.142784,0.153542,0.121346,0.24334,-0.118866,-0.144272,-0.165215,-0.171051,-0.0615692,0.175819,-0.0743103,0.00305176
817,3,0.0210717,-0.40332,0.917406,-187.99,-228.25,-580.139,202.9,-304.365,-0.0795827,0.779406,-0.0521314,-1.52645,74.4649,-134.121,235.549,110.969,251.54,0.00981364,0.0632466,0.0592135,2.06456,349.045,312.71,2055.87,-199.669,-305.422,-0.130892,0.00808716,-0.0105286,0.0216675,-0.0723267,0.017395,0.0212097,0.00244141,0.0334167,-0.0141907,0.122833,-0.0279236,-0.141907,-0.0837708,-0.0794983,-0.0588989,-0.0396729,2.64114,2.66144,0.0190735,0.00900269,0.0169373,0.0157166,-0.0192261,0.0285339,0.0161743,-0.123291,0.00411987,-0.0140381,3.26324,3.30154,60.3603,31.4544,-830.075,-150627,-106404,-10238.8,79.4592,-876.915,-0.0931588,-0.00217438,-0.157814,0.00709534,0.00427246,0.0513077,0.185661,-0.15934,-0.0117493,0.2388,0.10437,0.219612,0.174561,-0.202332,0.266304,-0.0415802,0.332031,-0.0361252,0.0434494,0.0190353,-0.0302124,-0.158501,-0.145721,0.161438,0.091629,0.239487,-0.12249,-0.160484,-0.154495,-0.161781,-0.0590134,0.193062,-0.0634003,-0.00976562
817,4,-0.065839,-0.316094,-0.499254,-100.928,-15.9767,-561.514,202.9,-304.365,-0.0795827,0.16325,0.0334221,-1.17341,30.1872,-64.297,105.41,144.028,274.624,0.0260363,0.418912,-0.470722,1.71022,304.982,207.595,2055.88,-199.669,-305.422,-0.130892,0.0143433,-0.0224304,0,-0.0737,0.0137329,-0.00686646,0.0288391,0.00366211,-0.0143433,0.111389,-0.0421143,-0.141449,-0.0895691,-0.0430298,-0.0550842,-0.059967,2.65076,2.71118,0.0038147,0.00732422,0.0215149,0.0762939,0.0376892,-0.0325012,0.0524902,-0.0541687,0.0169373,0.00213623,3.20297,3.20557,60.2698,31.8974,-830.79,-150627,-106475,-10163.3,79.4838,-877.071,-0.0929125,-0.00549316,-0.172424,0.0117874,-0.0150681,0.0572205,0.185089,-0.167236,-0.00865936,0.231094,0.113716,0.209503,0.179939,-0.178261,0.260544,-0.031662,0.357437,-0.0487518,0.0102234,0.0391006,-0.0490952,-0.179672,-0.149612,0.131874,0.094986,0.23098,-0.121956,-0.145416,-0.142326,-0.185242,-0.017662,0.214195,-0.075531,0.00976562
817,5,0.11098,-0.0504109,-1.20737,-12.4652,-50.8648,-635.768,161.037,-293.261,-0.147174,0.862886,0.39279,1.6547,205.206,111.862,124.068,198.84,300.407,0.0558755,0.594845,0.413636,-0.0636301,304.828,242.633,2167.39,-199.669,-305.422,-0.130892,0.0088501,0.0115967,0.0193787,-0.00579834,0.0245667,0.00717163,0.0299072,0.035553,-0.00152588,0.11795,-0.0395203,-0.149078,-0.109558,-0.0559998,-0.0450134,-0.0500488,2.67883,2.65167,0.0138855,0.0271606,0.0527954,0.0547791,0.0418091,-0.113373,0.06073,-0.0430298,0.00778198,0.0297546,3.08273,3.08762,60.2677,31.9831,-832.578,-150627,-106440,-10219.9,79.8018,-877.461,-0.0925973,-0.00694275,-0.130119,0.0174332,7.62939e-05,0.071373,0.193443,-0.162964,0.00389099,0.23365,0.116692,0.213661,0.17662,-0.189247,0.249023,-0.0548553,0.331688,-0.00488281,0.0123215,0.035553,-0.0233459,-0.187454,-0.13916,0.151405,0.11673,0.225601,-0.148888,-0.155182,-0.160255,-0.207939,-0.0429535,0.203934,-0.0873947,0.0119019
817,6,0.0204639,0.126235,-0.499344,-100.234,-157.177,-542.842,202.9,-304.365,-0.0795827,0.514954,-0.141858,0.240728,249.496,42.0343,235.622,198.84,300.407,0.0558755,0.15307,-0.117931,0.645743,481.955,348.03,2018.77,-199.669,-305.422,-0.130892,-0.00244141,0.00289917,0.0350952,0.0161743,0.0143433,-0.0100708,0.0134277,0.0222778,-0.00473022,0.108948,-0.0265503,-0.128784,-0.0764465,-0.0286865,-0.062561,-0.0421143,2.62268,2.64664,-0.00823975,0.00518799,0.045166,0.0430298,0.0267029,-0.093689,0.000305176,-0.0390625,0.020752,-0.00320435,2.98248,3.02246,60.1784,32.6057,-832.222,-150627,-106475,-10201,79.7041,-877.383,-0.0926204,0.0150681,-0.15274,-0.00179291,-0.0220108,0.0952911,0.184517,-0.159073,-0.0553894,0.239639,0.155258,0.231247,0.159111,-0.200005,0.262642,-0.0462341,0.335732,-0.00919342,0.0315475,0.0307083,-0.0294495,-0.162621,-0.117416,0.166168,0.115585,0.248604,-0.126419,-0.152664,-0.128746,-0.181808,-0.0261307,0.186043,-0.0847244,0.00946045
817,7,-0.0695262,0.302707,-0.145442,76.7492,-297.457,-486.708,202.9,-304.365,-0.0795827,0.688217,0.21429,1.30116,426.984,-237.395,180.05,198.84,300.407,0.0558755,0.0630126,0.324331,1.35501,570.983,173.272,2111.81,-199.669,-305.422,-0.130892,0.00610352,0.0105286,0.0393677,0.108643,0.0108337,0.00701904,0.0154114,0.0335693,-0.0180054,0.112457,-0.0184631,-0.144348,-0.0772095,-0.0317383,-0.0541687,-0.0325012,2.64603,2.65442,0.00564575,0.00106812,0.068512,0.0354004,0.0178528,-0.0115967,-0.00274658,0.0263977,-0.015564,-0.00350952,2.9068,2.90878,60.1783,33.3165,-832.223,-150310,-106404,-10201.5,79.7897,-877.763,-0.0920511,0.00419617,-0.153999,0.0189972,-0.0192261,0.0969315,0.188255,-0.175056,-0.0732803,0.236359,0.141487,0.225296,0.1651,-0.217056,0.261536,-0.0503159,0.342064,-0.0382996,0.0234604,0.0094223,-0.0278091,-0.165138,-0.148315,0.151138,0.108757,0.254288,-0.119095,-0.155106,-0.149879,-0.16964,-0.0379944,0.193901,-0.0866318,-0.00244141
817,8,-0.336714,0.390073,0.562362,32.4679,-227.133,-598.413,202.9,-304.365,-0.0795827,1.04084,0.127252,0.594477,162.794,-203.732,272.793,198.84,300.407,0.0558755,0.151525,0.589552,0.290778,437.434,417.935,2055.89,-199.669,-305.422,-0.130892,-0.0114441,0.000610352,-0.00167847,0.100098,-0.017395,0.0126648,-0.0233459,-0.00198364,0.00457764,0.110168,-0.0280762,-0.13382,-0.0952148,-0.0259399,-0.0512695,-0.0509644,2.67166,2.65594,0.0117493,0.00534058,0.0204468,0.0128174,0.0714111,-0.00991821,-0.0224304,0.0276184,0.00442505,0.0177002,2.79785,2.80762,60.3579,33.3172,-831.866,-150310,-106547,-10257.8,79.5635,-877.686,-0.0919245,-0.0069809,-0.146904,-0.0019455,-0.00167847,0.0972366,0.157318,-0.157661,-0.0587463,0.236168,0.161133,0.219269,0.149345,-0.215759,0.277252,-0.0588226,0.351715,-0.0534058,0.0281143,0.038147,-0.0371933,-0.151405,-0.153923,0.124054,0.102386,0.238724,-0.142174,-0.153656,-0.172348,-0.173874,-0.0521851,0.184364,-0.0943756,0.0112915
817,9,-0.0692223,0.0379298,0.562932,120.279,-156.078,-598.318,202.9,-304.365,-0.0795827,0.425361,0.389704,-1.52679,249.484,42.0387,254.207,226.331,136.914,0.112395,0.152865,-0.206149,1.35524,526.072,418.161,2074.53,-199.669,-305.422,-0.130892,-0.00411987,0.0234985,0.015564,0.059967,0.0160217,-0.00854492,0.0112915,0.0337219,0.0151062,0.120544,-0.0164795,-0.144196,-0.0788879,-0.0158691,-0.0315857,-0.057373,2.65091,2.65396,0.000152588,0.0184631,0.00656128,0.0202942,0.102539,0.0248718,-0.0288391,0.0715637,0.0138855,-0.0144958,2.686,2.72095,60.3558,33.4029,-833.654,-149949,-106511,-10201.7,79.881,-878.507,-0.0908488,0.0129318,-0.162315,0.0137329,-0.0130844,0.109329,0.173798,-0.156097,-0.0508881,0.222054,0.158577,0.225067,0.168114,-0.219765,0.279121,-0.0613022,0.357475,-0.0627136,0.0318146,-0.0149536,-0.0520325,-0.155449,-0.131454,0.158844,0.0922394,0.216408,-0.125771,-0.171051,-0.144958,-0.152054,-0.0364304,0.185013,-0.12291,-0.0152588
818,0,0.0194128,0.126583,0.208899,-100.109,-192.461,-505.623,202.9,-304.365,-0.0795827,0.86334,0.481198,0.24081,250.192,-98.1239,309.994,198.84,300.407,0.0558755,0.595526,-0.116715,1.00074,438.085,137.946,2130.33,-199.669,-305.422,-0.130892,-0.0012207,0.00686646,0.00656128,0.0775146,-0.00595093,0.00396729,0.0144958,-0.0131226,0.000915527,0.0750732,-0.0482178,-0.160065,-0.0738525,-0.0161743,-0.0491333,-0.0550842,2.65228,2.65625,0.00717163,0.0105286,-0.00106812,-0.00732422,0.112,0.00564575,0.0137329,0.0927734,-0.00717163,-0.00854492,-3.17444,-3.18558,60.2661,33.936,-833.654,-150085,-106618,-10257.9,79.7528,-878.344,-0.0909858,-0.00827789,-0.119247,-0.00492096,-0.00289917,0.100441,0.155983,-0.156517,-0.0669861,0.215492,0.140991,0.207253,0.166016,-0.204582,0.258675,-0.0627136,0.342331,-0.0760269,0.0162888,-0.0141144,-0.0463486,-0.181847,-0.136337,0.146751,0.123177,0.234146,-0.102997,-0.156364,-0.130653,-0.157852,-0.00740051,0.196037,-0.107994,0.0149536
818,1,0.376213,0.0393225,-1.20702,-12.132,-121.46,-617.132,102.568,-293.56,-0.233803,0.774716,0.569555,0.594198,29.867,-29.205,309.834,198.84,300.407,0.0558755,0.329259,0.236309,0.645733,571.213,103.238,2018.9,-199.669,-305.422,-0.130892,0.0250244,-0.0050354,0.0205994,0.0701904,0.00350952,-0.00946045,0.00900269,-0.00900269,0.00320435,0.115814,-0.0265503,-0.136566,-0.0854492,-0.0628662,-0.0518799,-0.0361633,2.68463,2.65717,0.00930786,-0.0108337,-0.027771,0.00473022,0.135803,-0.0340271,-0.0230408,0.0997925,-0.0146484,-0.00717163,-3.1723,-3.20129,60.3552,34.3797,-834.013,-149768,-106689,-10352.4,79.7223,-878.801,-0.090147,-0.0200653,-0.136604,0.00431061,-0.0219345,0.096817,0.153961,-0.18074,-0.0691986,0.228195,0.154037,0.222168,0.140381,-0.223045,0.262833,-0.0547028,0.355606,-0.0741577,0.0205994,-0.0173187,-0.029068,-0.192413,-0.139542,0.158463,0.0952911,0.253372,-0.127869,-0.139542,-0.163078,-0.188904,-0.0480652,0.218773,-0.119972,0.0137329
818,2,0.198638,0.126792,-1.20732,-145.32,54.3844,-598.816,248.181,-183.287,-0.071924,1.03898,0.216492,2.71526,73.6469,6.08153,347.024,198.84,300.407,0.0558755,0.241363,0.23574,-0.418516,482.552,103.024,2037.44,-199.669,-305.422,-0.130892,-0.0273132,-0.00915527,-0.00305176,0.0747681,0.015564,-0.000457764,-0.0260925,0.0146484,-0.017395,0.0712585,-0.0265503,-0.157471,-0.087738,-0.0120544,-0.0608826,-0.0364685,2.64099,2.65305,0.00411987,0.012207,-0.0372314,0.000152588,0.11322,-0.00366211,-0.00167847,0.101624,0.00640869,0.000305176,-3.18604,-3.17322,60.6236,34.5568,-834.371,-149588,-106618,-10465.9,79.8626,-879.095,-0.0897934,-0.0211334,-0.154457,0.0188828,0.00656128,0.0896454,0.153236,-0.157661,-0.0888062,0.207024,0.141792,0.22049,0.176086,-0.208054,0.275002,-0.0749588,0.350304,-0.0635147,0.0243759,0.00244141,-0.0302505,-0.143509,-0.126381,0.185165,0.102768,0.275345,-0.129662,-0.169296,-0.128746,-0.170288,-0.0425339,0.215683,-0.111961,-0.00488281
818,3,-0.153727,-0.140318,-1.56184,-100.415,-121.874,-542.86,125.031,-239.55,-0.227027,0.513299,0.213023,-0.112823,-189.28,-170.572,216.8,198.84,300.407,0.0558755,0.417579,0.236645,1.00052,437.619,347.926,2037.33,-199.669,-305.422,-0.130892,0.00808716,0.0227356,0.0257874,0.0457764,0.00717163,0.039978,0.0213623,-0.00228882,0.00488281,0.121613,-0.0193787,-0.134888,-0.0869751,-0.03479,-0.0761414,-0.0263977,2.63016,2.65594,0.0112915,-0.000152588,-0.0415039,0.0276184,0.0088501,0.043335,0.0151062,0.149231,-0.0222778,-0.0117493,-3.17123,-3.17108,60.5339,34.6456,-834.371,-149543,-106654,-10541.3,79.8199,-879.149,-0.0896485,0.00297546,-0.129318,0.0847244,0.0279617,0.1408,0.16407,-0.181313,-0.0895309,0.210266,0.176773,0.275345,0.161629,-0.241432,0.234833,-0.0371552,0.337791,-0.0630951,0.0191116,0.00637054,-0.0496292,-0.171242,-0.104218,0.157967,0.114861,0.232811,-0.134163,-0.140114,-0.143929,-0.165901,-0.0133514,0.204468,-0.125961,0.0106812
818,4,-0.244317,-0.0518733,-0.499649,-12.2,-156.68,-449.708,202.9,-304.365,-0.0795827,1.2162,0.305502,-0.112384,119.063,-239.036,161.264,198.84,300.407,0.0558755,0.506106,0.325199,0.64581,304.926,207.625,2148.81,-199.669,-305.422,-0.130892,0.0157166,0.00930786,0.0231934,0.0219727,-0.00320435,-0.000610352,0.00717163,0.00762939,-0.0158691,0.126953,-0.0160217,-0.158997,-0.0912476,-0.037384,-0.0559998,-0.0337219,2.65533,2.66525,0.0242615,0.0038147,-0.0285339,0.0289917,-0.0640869,0.032196,-0.00808716,0.113983,-0.000762939,0.0289917,-3.181,-3.1842,60.7143,35.1807,-833.3,-149091,-106618,-10447.6,79.6982,-879.46,-0.0889585,0.0130463,-0.150032,0.0930405,0.0108719,0.116844,0.167656,-0.175438,-0.103798,0.20752,0.191803,0.26062,0.172462,-0.252571,0.24334,-0.0535202,0.334587,-0.0704575,0.0337982,-0.0142288,-0.0242233,-0.149231,-0.156212,0.152893,0.100441,0.217514,-0.145607,-0.151443,-0.165176,-0.147209,-0.0349808,0.208702,-0.0933075,0.0161743
818,5,0.109781,-0.226465,0.209206,-11.7287,-227.322,-524.076,202.9,-304.365,-0.0795827,0.865964,-0.316888,2.71527,74.6146,-169.151,291.311,198.84,300.407,0.0558755,0.151319,0.501335,1.00027,393.555,242.811,2037.34,-199.669,-305.422,-0.130892,0.0149536,0.0386047,0.0231934,0.0338745,0.00640869,0.0105286,0.0218201,-0.0114441,0.00671387,0.105896,-0.0247192,-0.153351,-0.08255,-0.0282288,-0.0350952,-0.0416565,2.65366,2.6651,0.0158691,0.0112915,-0.0231934,0.0289917,-0.119171,0.00946045,0.00183105,0.172729,0.0193787,0.0422668,-3.13965,-3.16238,60.7146,35.7144,-832.943,-149181,-106867,-10541.3,79.3439,-879.275,-0.0888724,0.0166702,-0.146637,0.102005,-0.00854492,0.173225,0.150833,-0.16304,-0.115585,0.19989,0.168228,0.260887,0.17498,-0.188637,0.244751,-0.046463,0.334663,-0.0798035,0.00831604,-0.00225067,-0.0349808,-0.122337,-0.132179,0.153656,0.109367,0.219193,-0.132523,-0.142479,-0.139313,-0.178909,-0.0345993,0.189857,-0.118408,-0.00152588
818,6,0.0218189,-0.138891,-0.499211,32.1494,-191.785,-505.427,202.9,-304.365,-0.0795827,1.0399,0.216159,1.30139,161.454,41.5887,328.488,198.84,300.407,0.0558755,0.417353,0.413429,0.645728,482.204,243.031,2037.39,-199.669,-305.422,-0.130892,-0.00518799,-0.00305176,-0.000762939,-0.00350952,0.0164795,0.00259399,0.00778198,0.0151062,-0.00137329,0.132599,-0.0491333,-0.146179,-0.0938416,-0.0346375,-0.0584412,-0.0346375,2.64999,2.64893,-0.00778198,0.0143433,-0.020752,-0.0100708,-0.0976562,0.0163269,0.00808716,0.150909,-0.000305176,-0.0119019,-3.08029,-3.09326,60.8017,35.8884,-835.089,-149091,-106761,-10598.2,79.8015,-879.843,-0.0884046,-0.00526428,-0.146828,0.0895691,0.0162506,0.149612,0.14595,-0.158272,-0.0934982,0.182571,0.172157,0.280991,0.163841,-0.223541,0.239563,-0.0527954,0.352821,-0.0765991,0.0170517,0.0338745,-0.0452423,-0.144386,-0.124321,0.161324,0.0747681,0.245628,-0.126801,-0.130768,-0.14637,-0.146065,-0.0389862,0.168571,-0.128288,-0.0106812
818,7,-0.0647878,-0.316442,-1.2075,32.039,-191.748,-431.024,44.2855,-330.367,-0.302201,0.864541,0.0379094,2.00825,161.292,76.6238,291.31,198.84,300.407,0.0558755,0.329897,0.23596,-0.418463,437.871,277.88,1907.25,-199.669,-305.422,-0.130892,0.0062561,-0.00259399,-0.00686646,0.00564575,0.065918,-0.00244141,0.0100708,-0.00991821,0.00671387,0.115204,-0.00549316,-0.160522,-0.0712585,-0.0256348,-0.0616455,-0.0140381,2.64847,2.64984,0.00183105,0.0012207,0.0119019,0.00198364,-0.130463,0.0125122,0.00137329,0.174866,0.00671387,0.00991821,-2.99988,-3.01712,60.2624,35.7081,-836.518,-148955,-106654,-10636.3,80.1479,-880.311,-0.0879852,-0.0192642,-0.150223,0.0949478,0.00610352,0.132599,0.13649,-0.163574,-0.0790787,0.189438,0.190849,0.259857,0.158844,-0.214348,0.256958,-0.0349045,0.310402,-0.0880432,0.00869751,0.0141907,-0.0258636,-0.170593,-0.16716,0.133514,0.0419235,0.216217,-0.130653,-0.150986,-0.162125,-0.14183,-0.0279999,0.192528,-0.13195,0.0119019
818,8,-0.244842,-0.0516992,-0.145527,32.6631,-297.683,-486.774,202.9,-304.365,-0.0795827,1.04225,-0.138971,0.59454,29.5311,40.8698,254.063,198.84,300.407,0.0558755,-0.29071,0.499886,-0.0641893,393.185,382.829,2074.46,-199.669,-305.422,-0.130892,0.0186157,-0.0050354,0.0236511,-0.0257874,0.0454712,0.00350952,0.0308228,0.00137329,0.00595093,0.119171,-0.0372314,-0.155029,-0.0956726,0.00564575,-0.0653076,-0.0216675,2.64359,2.65503,0.00473022,0.0387573,0.0299072,0.035553,-0.113983,0.0172424,-0.00579834,0.140991,-0.00183105,0.00350952,-2.93304,-2.93564,60.3524,36.0641,-836.161,-148820,-106583,-10693.1,80.1786,-880.397,-0.0878696,-0.00492096,-0.123329,0.0998306,0,0.158119,0.174294,-0.178795,-0.0828171,0.186501,0.177193,0.268059,0.171852,-0.231056,0.24231,-0.0414276,0.340805,-0.0683212,0.0236893,0.039444,-0.00850677,-0.13134,-0.154953,0.177956,0.0571442,0.229759,-0.126343,-0.165672,-0.153847,-0.154839,-0.0521469,0.199127,-0.125656,0.000305176
818,9,-0.245894,-0.0513509,0.562714,-12.1172,-156.708,-505.51,202.9,-304.365,-0.0795827,0.778231,0.125434,-1.17303,73.894,-28.9843,254.109,174.09,237.297,0.0545241,0.241569,0.323958,-1.12801,526.212,348.176,2130.31,108.366,-773.035,0.206857,0.019989,-0.0117493,-0.00335693,-0.0415039,-0.00457764,0.0178528,0.0248718,0.00488281,0.0117493,0.134277,-0.00335693,-0.151825,-0.0939941,-0.0338745,-0.0752258,-0.0424194,2.63672,2.66113,0.035553,0.0193787,0.0584412,0.0271606,-0.0656128,-0.0462341,0.00747681,0.115814,-0.0062561,-0.00228882,-2.8746,-2.84363,60.4426,36.954,-835.448,-148548,-106583,-10636.9,80.0695,-880.569,-0.0874398,-0.0161743,-0.137558,0.0945282,0.00499725,0.168114,0.179787,-0.181427,-0.0854492,0.212479,0.183144,0.282135,0.164719,-0.244598,0.223846,-0.04776,0.320663,-0.0405502,0.0296021,0.0112915,-0.0148392,-0.139961,-0.13401,0.162125,0.0482941,0.217972,-0.13401,-0.161018,-0.166016,-0.163918,-0.0465775,0.20443,-0.115318,0.00244141
819,0,0.10873,-0.226117,0.917449,31.8714,-121.208,-561.265,202.9,-304.365,-0.0795827,0.249327,-0.0540191,2.36134,118.715,-168.957,124.078,198.84,300.407,0.0558755,0.241831,-0.294495,1.00059,570.983,173.272,2111.81,-199.669,-305.422,-0.130892,0.0166321,-0.0204468,-0.0109863,-0.0521851,-0.000762939,-0.00457764,-0.0149536,0.00656128,0.00976562,0.127106,0.00106812,-0.161133,-0.0804138,-0.0326538,-0.0544739,-0.0132751,2.64252,2.65656,0.0328064,0.0224304,0.0550842,0.0405884,-0.0827026,-0.020752,-0.00656128,0.186157,0.0119019,0.0137329,3.31329,3.2814,60.7998,36.9521,-836.521,-148187,-106725,-10618.2,80.0629,-881.229,-0.0862701,-0.0180054,-0.154076,0.12291,-0.0195312,0.184364,0.154686,0.107155,-0.11097,0.231819,0.193367,0.289803,0.166206,-0.190697,0.235786,-0.308037,0.326538,-0.0497818,0.00785828,0.00389099,-0.022316,-0.14595,-0.135155,0.149803,0.0546646,0.233383,-0.124626,-0.140839,-0.142403,-0.145493,-0.0156784,0.20462,-0.133705,0.0115967
819,1,-0.332427,-0.140701,-0.499736,-100.623,-86.563,-524.277,202.9,-304.365,-0.0795827,0.16493,-0.587182,1.30101,29.9401,-29.2312,198.326,198.84,300.407,0.0558755,0.595072,0.236853,0.29116,481.823,383.056,2093.1,-199.669,-305.422,-0.130892,0.0135803,-0.0102234,0.0274658,-0.0331116,0.00442505,-0.00305176,-0.0265503,-0.00137329,-0.000762939,0.129089,-0.00900269,-0.146179,-0.0779724,-0.0196838,-0.0317383,-0.0204468,2.61765,2.63702,0.0323486,0.0204468,0.0209045,0.0238037,-0.0427246,-0.0106812,0.00854492,0.178833,0.022583,0.0111389,3.28613,3.28369,60.7093,37.2174,-837.236,-148232,-106796,-10655.7,80.0868,-881.327,-0.0861266,-0.00511169,-0.125313,0.127525,0.00995636,0.194092,0.133743,0.116081,-0.100479,0.213509,0.209236,0.302238,0.15976,-0.169983,0.24498,-0.323143,0.338554,-0.0567245,0.0409698,-0.0125122,-0.0223923,-0.117836,-0.133781,0.149612,0.0256729,0.239944,-0.132256,-0.136108,-0.13752,-0.13092,-0.0227737,0.183678,-0.14267,-0.00701904
819,2,-0.0652395,-0.228067,-1.20754,-12.8113,-15.5077,-524.182,190.272,-293.112,-0.10386,0.51498,-0.407581,2.36159,162.086,-63.5694,217.005,198.84,300.407,0.0558755,0.771522,-0.0273607,2.41975,171.988,242.229,1944.28,-199.669,-305.422,-0.130892,0.0186157,0.0286865,0.0167847,-0.0138855,-0.00671387,0.00228882,0.0247192,-0.00976562,0.000457764,0.144501,-0.0012207,-0.166931,-0.0695801,-0.0485229,-0.0749207,0.00350952,2.64023,2.6503,0.000152588,0.0164795,0.018158,0.0636292,0.0326538,0.00671387,0.00976562,0.240173,0.0270081,-0.00823975,3.28049,3.25821,60.9793,37.6637,-836.165,-147961,-106796,-10731.4,79.9232,-881.424,-0.0857653,-0.00507355,-0.141792,0.124207,0.00431061,0.19619,0.16304,0.0794983,-0.0934982,0.187912,0.190735,0.296936,0.162125,-0.1968,0.240593,-0.299911,0.35347,-0.0465393,0.0181198,-0.00637054,-0.0222397,-0.162582,-0.162582,0.161591,0.0590134,0.229225,-0.13588,-0.142937,-0.158768,-0.153961,-0.0357437,0.199966,-0.152626,0.000305176
819,3,-0.154179,-0.0519431,-1.56188,-143.834,-263.291,-505.653,34.4648,-211.782,-0.375094,0.775196,0.392239,1.30117,250.439,-133.19,217.079,198.84,300.407,0.0558755,0.506978,0.0597328,0.291165,570.789,278.24,2000.26,-199.669,-305.422,-0.130892,0.0125122,-0.00289917,0.0314331,0.0267029,-0.035553,0.00946045,-0.0271606,0.0123596,-0.0167847,0.126343,-0.00427246,-0.162811,-0.0926208,-0.0198364,-0.0537109,-0.00259399,2.66174,2.66083,-0.000152588,-0.0140381,-0.00305176,0.0221252,0.0263977,0.0999451,-0.0038147,0.27298,0.0309753,-0.00946045,3.28568,3.29056,60.9789,38.0184,-836.523,-147735,-106832,-10712.8,79.9353,-881.77,-0.0851709,-0.0307083,-0.131149,0.12455,0.00587463,0.179062,0.161552,0.0996399,-0.12352,0.210724,0.201912,0.271378,0.168228,-0.182419,0.247841,-0.298882,0.35202,-0.0502396,0.00843048,0.00858307,-0.0466156,-0.162811,-0.137367,0.157738,0.0421524,0.224686,-0.141182,-0.125847,-0.147285,-0.158386,-0.0270462,0.184212,-0.133133,0.0100708
819,4,-0.158236,0.125852,0.562757,-12.27,-121.415,-524.129,202.9,-304.365,-0.0795827,0.42187,0.568102,2.3613,250.836,-203.286,179.927,198.84,300.407,0.0558755,0.065196,-0.383501,0.645777,481.999,348.005,1944.43,-199.669,-305.422,-0.130892,0.00457764,-0.00213623,0.0228882,-0.0309753,-0.0117493,0.012207,-0.0262451,-0.0204468,-0.0294495,0.127563,-0.00808716,-0.15213,-0.102081,-0.0245667,-0.0379944,-0.00579834,2.66678,2.6889,0.00808716,-0.00213623,0.0125122,0.00320435,0.00656128,0.179901,-0.0524902,0.327606,0.032196,0.0160217,3.2103,3.17368,60.8879,38.2831,-837.596,-147600,-106974,-10825.8,79.9288,-882.158,-0.0844805,-0.0088501,-0.151901,0.110321,0.0111008,0.153084,0.140686,0.092659,-0.133629,0.20134,0.18631,0.294304,0.151215,-0.178223,0.250587,-0.307922,0.337524,-0.0689697,0.00305176,-0.00831604,-0.0133896,-0.149498,-0.155258,0.149155,0.0398254,0.225792,-0.136261,-0.158157,-0.168533,-0.143394,-0.0197983,0.199661,-0.133896,-0.0012207
